verbose,clip,nhid,epochs,seed,lr_patience,show_attention,reverse_src,log_interval,max_length,lr,teacher_force_prob,save,dropout,batch_size,bidirectional,data,lang,emb_size,nlayers,path_emb,use_word_emb,use_attention,cuda,debug,img_conditioning,model,train_word_emb,test_2016, test_2017
I01,F1.0,I200,I25,I1111,F1.0,I00,I00,I20,I50,F0.01,F0.5,S'./out/125/bin',F0.3,I100,I00,S'./data/multi30k',S'en-fr',I300,I2,S'./bin/pre-trained_emb_layer.bin',I00,I00,I01,I00,I0,S'GRU',Nsb.,, 4.21, 4.71
I01,F1.0,I200,I25,I1111,F1.0,I00,I00,I20,I50,F0.01,F0.2,S'./out/124/bin',F0.7,I100,I00,S'./data/multi30k',S'en-fr',I300,I2,S'./bin/pre-trained_emb_layer.bin',I00,I00,I01,I00,I0,S'LSTM',Nsb.,, 4.02, 4.67
I01,F1.0,I200,I25,I1111,F1.0,I00,I00,I20,I50,F0.01,F0.2,S'./out/123/bin',F0.7,I100,I00,S'./data/multi30k',S'en-fr',I300,I2,S'./bin/pre-trained_emb_layer.bin',I00,I00,I01,I00,I0,S'GRU',Nsb.,, 3.94, 4.48
I01,F1.0,I200,I25,I1111,F1.0,I00,I00,I20,I50,F0.01,F0.2,S'./out/122/bin',F0.3,I100,I00,S'./data/multi30k',S'en-fr',I300,I2,S'./bin/pre-trained_emb_layer.bin',I00,I00,I01,I00,I0,S'LSTM',Nsb.,, 3.96, 4.67
I01,F1.0,I200,I25,I1111,F1.0,I00,I00,I20,I50,F0.01,F0.2,S'./out/121/bin',F0.3,I100,I00,S'./data/multi30k',S'en-fr',I300,I2,S'./bin/pre-trained_emb_layer.bin',I00,I00,I01,I00,I0,S'GRU',Nsb.,, 3.82, 4.41
I01,F1.0,I300,I25,I1111,F1.0,I00,I00,I20,I50,F0.01,F0.5,S'./out/104/bin',F0.7,I100,I00,S'./data/multi30k',S'en-fr',I150,I2,S'./bin/pre-trained_emb_layer.bin',I00,I00,I01,I00,I0,S'LSTM',Nsb.,, 4.13, 4.83
I01,F1.0,I300,I25,I1111,F1.0,I00,I00,I20,I50,F0.01,F0.5,S'./out/102/bin',F0.3,I100,I00,S'./data/multi30k',S'en-fr',I150,I2,S'./bin/pre-trained_emb_layer.bin',I00,I00,I01,I00,I0,S'LSTM',Nsb.,, 4.12, 4.75
I01,F1.0,I300,I25,I1111,F1.0,I00,I00,I20,I50,F0.01,F0.5,S'./out/101/bin',F0.3,I100,I00,S'./data/multi30k',S'en-fr',I150,I2,S'./bin/pre-trained_emb_layer.bin',I00,I00,I01,I00,I0,S'GRU',Nsb.,, 4.22, 4.78
I01,F1.0,I300,I25,I1111,F1.0,I00,I00,I20,I50,F0.01,F0.2,S'./out/100/bin',F0.7,I100,I00,S'./data/multi30k',S'en-fr',I150,I2,S'./bin/pre-trained_emb_layer.bin',I00,I00,I01,I00,I0,S'LSTM',Nsb.,, 3.94, 4.6
I01,F1.0,I300,I25,I1111,F1.0,I00,I00,I20,I50,F0.01,F0.2,S'./out/99/bin',F0.7,I100,I00,S'./data/multi30k',S'en-fr',I150,I2,S'./bin/pre-trained_emb_layer.bin',I00,I00,I01,I00,I0,S'GRU',Nsb.,, 4.17, 4.73
I01,F1.0,I300,I25,I1111,F1.0,I00,I00,I20,I50,F0.01,F0.2,S'./out/98/bin',F0.3,I100,I00,S'./data/multi30k',S'en-fr',I150,I2,S'./bin/pre-trained_emb_layer.bin',I00,I00,I01,I00,I0,S'LSTM',Nsb.,, 4.0, 4.68
I01,F1.0,I300,I25,I1111,F1.0,I00,I00,I20,I50,F0.01,F0.2,S'./out/97/bin',F0.3,I100,I00,S'./data/multi30k',S'en-fr',I150,I2,S'./bin/pre-trained_emb_layer.bin',I00,I00,I01,I00,I0,S'GRU',Nsb.,, 3.96, 4.49
I01,F1.0,I200,I25,I1111,F1.0,I00,I00,I20,I50,F0.01,F0.5,S'./out/92/bin',F0.7,I100,I00,S'./data/multi30k',S'en-fr',I150,I2,S'./bin/pre-trained_emb_layer.bin',I00,I00,I01,I00,I0,S'LSTM',Nsb.,, 4.05, 4.72
I01,F1.0,I200,I25,I1111,F1.0,I00,I00,I20,I50,F0.01,F0.5,S'./out/91/bin',F0.7,I100,I00,S'./data/multi30k',S'en-fr',I150,I2,S'./bin/pre-trained_emb_layer.bin',I00,I00,I01,I00,I0,S'GRU',Nsb.,, 4.02, 4.56
I01,F1.0,I200,I25,I1111,F1.0,I00,I00,I20,I50,F0.01,F0.5,S'./out/90/bin',F0.3,I100,I00,S'./data/multi30k',S'en-fr',I150,I2,S'./bin/pre-trained_emb_layer.bin',I00,I00,I01,I00,I0,S'LSTM',Nsb.,, 4.07, 4.7
I01,F1.0,I200,I25,I1111,F1.0,I00,I00,I20,I50,F0.01,F0.5,S'./out/89/bin',F0.3,I100,I00,S'./data/multi30k',S'en-fr',I150,I2,S'./bin/pre-trained_emb_layer.bin',I00,I00,I01,I00,I0,S'GRU',Nsb.,, 4.16, 4.71
I01,F1.0,I200,I25,I1111,F1.0,I00,I00,I20,I50,F0.01,F0.2,S'./out/88/bin',F0.7,I100,I00,S'./data/multi30k',S'en-fr',I150,I2,S'./bin/pre-trained_emb_layer.bin',I00,I00,I01,I00,I0,S'LSTM',Nsb.,, 3.89, 4.5
I01,F1.0,I200,I25,I1111,F1.0,I00,I00,I20,I50,F0.01,F0.2,S'./out/87/bin',F0.7,I100,I00,S'./data/multi30k',S'en-fr',I150,I2,S'./bin/pre-trained_emb_layer.bin',I00,I00,I01,I00,I0,S'GRU',Nsb.,, 3.91, 4.47
I01,F1.0,I200,I25,I1111,F1.0,I00,I00,I20,I50,F0.01,F0.2,S'./out/86/bin',F0.3,I100,I00,S'./data/multi30k',S'en-fr',I150,I2,S'./bin/pre-trained_emb_layer.bin',I00,I00,I01,I00,I0,S'LSTM',Nsb.,, 3.93, 4.61
I01,F1.0,I200,I25,I1111,F1.0,I00,I00,I20,I50,F0.01,F0.2,S'./out/85/bin',F0.3,I100,I00,S'./data/multi30k',S'en-fr',I150,I2,S'./bin/pre-trained_emb_layer.bin',I00,I00,I01,I00,I0,S'GRU',Nsb.,, 3.83, 4.45
I01,F1.0,I300,I25,I1111,F1.0,I00,I00,I20,I50,F0.01,F0.8,S'./out/215/bin',F0.7,I100,I00,S'./data/multi30k',S'en-fr',I300,I1,S'./bin/pre-trained_emb_layer.bin',I01,I00,I01,I00,I0,S'GRU',Nsb.,, 5.02, 5.64
I01,F1.0,I300,I25,I1111,F1.0,I00,I00,I20,I50,F0.01,F0.8,S'./out/214/bin',F0.3,I100,I00,S'./data/multi30k',S'en-fr',I300,I1,S'./bin/pre-trained_emb_layer.bin',I01,I00,I01,I00,I0,S'LSTM',Nsb.,, 4.91, 5.6
I01,F1.0,I200,I25,I1111,F1.0,I00,I00,I20,I50,F0.01,F0.8,S'./out/204/bin',F0.7,I100,I00,S'./data/multi30k',S'en-fr',I300,I1,S'./bin/pre-trained_emb_layer.bin',I01,I00,I01,I00,I0,S'LSTM',Nsb.,, 4.92, 5.59
I01,F1.0,I200,I25,I1111,F1.0,I00,I00,I20,I50,F0.01,F0.8,S'./out/203/bin',F0.7,I100,I00,S'./data/multi30k',S'en-fr',I300,I1,S'./bin/pre-trained_emb_layer.bin',I01,I00,I01,I00,I0,S'GRU',Nsb.,, 5.09, 5.7
I01,F1.0,I200,I25,I1111,F1.0,I00,I00,I20,I50,F0.01,F0.8,S'./out/201/bin',F0.3,I100,I00,S'./data/multi30k',S'en-fr',I300,I1,S'./bin/pre-trained_emb_layer.bin',I01,I00,I01,I00,I0,S'GRU',Nsb.,, 4.99, 5.62
I01,F1.0,I100,I25,I1111,F1.0,I00,I00,I20,I50,F0.01,F0.8,S'./out/192/bin',F0.7,I100,I00,S'./data/multi30k',S'en-fr',I300,I1,S'./bin/pre-trained_emb_layer.bin',I01,I00,I01,I00,I0,S'LSTM',Nsb.,, 4.9, 5.46
I01,F1.0,I100,I25,I1111,F1.0,I00,I00,I20,I50,F0.01,F0.8,S'./out/191/bin',F0.7,I100,I00,S'./data/multi30k',S'en-fr',I300,I1,S'./bin/pre-trained_emb_layer.bin',I01,I00,I01,I00,I0,S'GRU',Nsb.,, 5.16, 5.76
I01,F1.0,I100,I25,I1111,F1.0,I00,I00,I20,I50,F0.01,F0.8,S'./out/190/bin',F0.3,I100,I00,S'./data/multi30k',S'en-fr',I300,I1,S'./bin/pre-trained_emb_layer.bin',I01,I00,I01,I00,I0,S'LSTM',Nsb.,, 4.97, 5.65
I01,F1.0,I100,I25,I1111,F1.0,I00,I00,I20,I50,F0.01,F0.8,S'./out/189/bin',F0.3,I100,I00,S'./data/multi30k',S'en-fr',I300,I1,S'./bin/pre-trained_emb_layer.bin',I01,I00,I01,I00,I0,S'GRU',Nsb.,, 5.18, 5.68
I01,F1.0,I300,I25,I1111,F1.0,I00,I00,I20,I50,F0.01,F0.8,S'./out/180/bin',F0.7,I100,I00,S'./data/multi30k',S'en-fr',I300,I1,S'./bin/pre-trained_emb_layer.bin',I01,I00,I01,I00,I0,S'LSTM',Nsb.,, 4.86, 5.48
I01,F1.0,I300,I25,I1111,F1.0,I00,I00,I20,I50,F0.01,F0.8,S'./out/179/bin',F0.7,I100,I00,S'./data/multi30k',S'en-fr',I300,I1,S'./bin/pre-trained_emb_layer.bin',I01,I00,I01,I00,I0,S'GRU',Nsb.,, 4.96, 5.57
I01,F1.0,I300,I25,I1111,F1.0,I00,I00,I20,I50,F0.01,F0.8,S'./out/178/bin',F0.3,I100,I00,S'./data/multi30k',S'en-fr',I300,I1,S'./bin/pre-trained_emb_layer.bin',I01,I00,I01,I00,I0,S'LSTM',Nsb.,, 4.89, 5.58
I01,F1.0,I300,I25,I1111,F1.0,I00,I00,I20,I50,F0.01,F0.8,S'./out/177/bin',F0.3,I100,I00,S'./data/multi30k',S'en-fr',I300,I1,S'./bin/pre-trained_emb_layer.bin',I01,I00,I01,I00,I0,S'GRU',Nsb.,, 5.06, 5.65
I01,F1.0,I200,I25,I1111,F1.0,I00,I00,I20,I50,F0.01,F0.8,S'./out/168/bin',F0.7,I100,I00,S'./data/multi30k',S'en-fr',I300,I1,S'./bin/pre-trained_emb_layer.bin',I01,I00,I01,I00,I0,S'LSTM',Nsb.,, 4.86, 5.5
I01,F1.0,I200,I25,I1111,F1.0,I00,I00,I20,I50,F0.01,F0.8,S'./out/167/bin',F0.7,I100,I00,S'./data/multi30k',S'en-fr',I300,I1,S'./bin/pre-trained_emb_layer.bin',I01,I00,I01,I00,I0,S'GRU',Nsb.,, 5.0, 5.61
I01,F1.0,I200,I25,I1111,F1.0,I00,I00,I20,I50,F0.01,F0.8,S'./out/166/bin',F0.3,I100,I00,S'./data/multi30k',S'en-fr',I300,I1,S'./bin/pre-trained_emb_layer.bin',I01,I00,I01,I00,I0,S'LSTM',Nsb.,, 4.88, 5.52
I01,F1.0,I200,I25,I1111,F1.0,I00,I00,I20,I50,F0.01,F0.8,S'./out/165/bin',F0.3,I100,I00,S'./data/multi30k',S'en-fr',I300,I1,S'./bin/pre-trained_emb_layer.bin',I01,I00,I01,I00,I0,S'GRU',Nsb.,, 4.95, 5.48
I01,F1.0,I200,I25,I1111,F1.0,I00,I00,I20,I50,F0.01,F0.5,S'./out/164/bin',F0.7,I100,I00,S'./data/multi30k',S'en-fr',I300,I1,S'./bin/pre-trained_emb_layer.bin',I01,I00,I01,I00,I0,S'LSTM',Nsb.,, 4.37, 5.0
I01,F1.0,I200,I25,I1111,F1.0,I00,I00,I20,I50,F0.01,F0.5,S'./out/163/bin',F0.7,I100,I00,S'./data/multi30k',S'en-fr',I300,I1,S'./bin/pre-trained_emb_layer.bin',I01,I00,I01,I00,I0,S'GRU',Nsb.,, 4.49, 4.97
I01,F1.0,I100,I25,I1111,F1.0,I00,I00,I20,I50,F0.01,F0.8,S'./out/156/bin',F0.7,I100,I00,S'./data/multi30k',S'en-fr',I300,I1,S'./bin/pre-trained_emb_layer.bin',I01,I00,I01,I00,I0,S'LSTM',Nsb.,, 4.87, 5.56
I01,F1.0,I100,I25,I1111,F1.0,I00,I00,I20,I50,F0.01,F0.8,S'./out/154/bin',F0.3,I100,I00,S'./data/multi30k',S'en-fr',I300,I1,S'./bin/pre-trained_emb_layer.bin',I01,I00,I01,I00,I0,S'LSTM',Nsb.,, 4.91, 5.49
I01,F1.0,I100,I25,I1111,F1.0,I00,I00,I20,I50,F0.01,F0.5,S'./out/152/bin',F0.7,I100,I00,S'./data/multi30k',S'en-fr',I300,I1,S'./bin/pre-trained_emb_layer.bin',I01,I00,I01,I00,I0,S'LSTM',Nsb.,, 4.48, 5.06
I01,F1.0,I100,I25,I1111,F1.0,I00,I00,I20,I50,F0.01,F0.5,S'./out/151/bin',F0.7,I100,I00,S'./data/multi30k',S'en-fr',I300,I1,S'./bin/pre-trained_emb_layer.bin',I01,I00,I01,I00,I0,S'GRU',Nsb.,, 4.56, 5.04
I01,F1.0,I100,I25,I1111,F1.0,I00,I00,I20,I50,F0.01,F0.8,S'./out/155/bin',F0.7,I100,I00,S'./data/multi30k',S'en-fr',I300,I1,S'./bin/pre-trained_emb_layer.bin',I01,I00,I01,I00,I0,S'GRU',Nsb.,, 5.18, 5.73
I01,F1.0,I100,I25,I1111,F1.0,I00,I00,I20,I50,F0.01,F0.8,S'./out/153/bin',F0.3,I100,I00,S'./data/multi30k',S'en-fr',I300,I1,S'./bin/pre-trained_emb_layer.bin',I01,I00,I01,I00,I0,S'GRU',Nsb.,, 5.17, 5.71
I01,F1.0,I300,I25,I1111,F1.0,I00,I00,I20,I50,F0.01,F0.8,S'./out/143/bin',F0.7,I100,I00,S'./data/multi30k',S'en-fr',I300,I2,S'./bin/pre-trained_emb_layer.bin',I00,I00,I01,I00,I0,S'GRU',Nsb.,, 4.98, 5.56
I01,F1.0,I300,I25,I1111,F1.0,I00,I00,I20,I50,F0.01,F0.8,S'./out/141/bin',F0.3,I100,I00,S'./data/multi30k',S'en-fr',I300,I2,S'./bin/pre-trained_emb_layer.bin',I00,I00,I01,I00,I0,S'GRU',Nsb.,, 4.88, 5.48
I01,F1.0,I200,I25,I1111,F1.0,I00,I00,I20,I50,F0.01,F0.8,S'./out/132/bin',F0.7,I100,I00,S'./data/multi30k',S'en-fr',I300,I2,S'./bin/pre-trained_emb_layer.bin',I00,I00,I01,I00,I0,S'LSTM',Nsb.,, 4.61, 5.28
I01,F1.0,I200,I25,I1111,F1.0,I00,I00,I20,I50,F0.01,F0.8,S'./out/131/bin',F0.7,I100,I00,S'./data/multi30k',S'en-fr',I300,I2,S'./bin/pre-trained_emb_layer.bin',I00,I00,I01,I00,I0,S'GRU',Nsb.,, 4.99, 5.57
I01,F1.0,I200,I25,I1111,F1.0,I00,I00,I20,I50,F0.01,F0.8,S'./out/130/bin',F0.3,I100,I00,S'./data/multi30k',S'en-fr',I300,I2,S'./bin/pre-trained_emb_layer.bin',I00,I00,I01,I00,I0,S'LSTM',Nsb.,, 4.56, 5.22
I01,F1.0,I200,I25,I1111,F1.0,I00,I00,I20,I50,F0.01,F0.8,S'./out/129/bin',F0.3,I100,I00,S'./data/multi30k',S'en-fr',I300,I2,S'./bin/pre-trained_emb_layer.bin',I00,I00,I01,I00,I0,S'GRU',Nsb.,, 4.87, 5.42
I01,F1.0,I100,I25,I1111,F1.0,I00,I00,I20,I50,F0.01,F0.8,S'./out/120/bin',F0.7,I100,I00,S'./data/multi30k',S'en-fr',I300,I2,S'./bin/pre-trained_emb_layer.bin',I00,I00,I01,I00,I0,S'LSTM',Nsb.,, 4.59, 5.19
I01,F1.0,I100,I25,I1111,F1.0,I00,I00,I20,I50,F0.01,F0.8,S'./out/119/bin',F0.7,I100,I00,S'./data/multi30k',S'en-fr',I300,I2,S'./bin/pre-trained_emb_layer.bin',I00,I00,I01,I00,I0,S'GRU',Nsb.,, 4.83, 5.42
I01,F1.0,I100,I25,I1111,F1.0,I00,I00,I20,I50,F0.01,F0.8,S'./out/118/bin',F0.3,I100,I00,S'./data/multi30k',S'en-fr',I300,I2,S'./bin/pre-trained_emb_layer.bin',I00,I00,I01,I00,I0,S'LSTM',Nsb.,, 4.62, 5.24
I01,F1.0,I100,I25,I1111,F1.0,I00,I00,I20,I50,F0.01,F0.8,S'./out/117/bin',F0.3,I100,I00,S'./data/multi30k',S'en-fr',I300,I2,S'./bin/pre-trained_emb_layer.bin',I00,I00,I01,I00,I0,S'GRU',Nsb.,, 4.79, 5.28
I01,F1.0,I100,I25,I1111,F1.0,I00,I00,I20,I50,F0.01,F0.5,S'./out/116/bin',F0.7,I100,I00,S'./data/multi30k',S'en-fr',I300,I2,S'./bin/pre-trained_emb_layer.bin',I00,I00,I01,I00,I0,S'LSTM',Nsb.,, 4.27, 4.86
I01,F1.0,I100,I25,I1111,F1.0,I00,I00,I20,I50,F0.01,F0.5,S'./out/115/bin',F0.7,I100,I00,S'./data/multi30k',S'en-fr',I300,I2,S'./bin/pre-trained_emb_layer.bin',I00,I00,I01,I00,I0,S'GRU',Nsb.,, 4.37, 4.83
I01,F1.0,I100,I25,I1111,F1.0,I00,I00,I20,I50,F0.01,F0.5,S'./out/114/bin',F0.3,I100,I00,S'./data/multi30k',S'en-fr',I300,I2,S'./bin/pre-trained_emb_layer.bin',I00,I00,I01,I00,I0,S'LSTM',Nsb.,, 4.16, 4.69
I01,F1.0,I100,I25,I1111,F1.0,I00,I00,I20,I50,F0.01,F0.5,S'./out/113/bin',F0.3,I100,I00,S'./data/multi30k',S'en-fr',I300,I2,S'./bin/pre-trained_emb_layer.bin',I00,I00,I01,I00,I0,S'GRU',Nsb.,, 4.14, 4.63
I01,F1.0,I100,I25,I1111,F1.0,I00,I00,I20,I50,F0.01,F0.2,S'./out/112/bin',F0.7,I100,I00,S'./data/multi30k',S'en-fr',I300,I2,S'./bin/pre-trained_emb_layer.bin',I00,I00,I01,I00,I0,S'LSTM',Nsb.,, 4.06, 4.66
I01,F1.0,I100,I25,I1111,F1.0,I00,I00,I20,I50,F0.01,F0.2,S'./out/111/bin',F0.7,I100,I00,S'./data/multi30k',S'en-fr',I300,I2,S'./bin/pre-trained_emb_layer.bin',I00,I00,I01,I00,I0,S'GRU',Nsb.,, 4.16, 4.68
I01,F1.0,I100,I25,I1111,F1.0,I00,I00,I20,I50,F0.01,F0.2,S'./out/110/bin',F0.3,I100,I00,S'./data/multi30k',S'en-fr',I300,I2,S'./bin/pre-trained_emb_layer.bin',I00,I00,I01,I00,I0,S'LSTM',Nsb.,, 4.11, 4.72
I01,F1.0,I100,I25,I1111,F1.0,I00,I00,I20,I50,F0.01,F0.2,S'./out/109/bin',F0.3,I100,I00,S'./data/multi30k',S'en-fr',I300,I2,S'./bin/pre-trained_emb_layer.bin',I00,I00,I01,I00,I0,S'GRU',Nsb.,, 4.05, 4.55
I01,F1.0,I300,I25,I1111,F1.0,I00,I00,I20,I50,F0.01,F0.8,S'./out/108/bin',F0.7,I100,I00,S'./data/multi30k',S'en-fr',I150,I2,S'./bin/pre-trained_emb_layer.bin',I00,I00,I01,I00,I0,S'LSTM',Nsb.,, 4.61, 5.19
I01,F1.0,I200,I25,I1111,F1.0,I00,I00,I20,I50,F0.01,F0.8,S'./out/96/bin',F0.7,I100,I00,S'./data/multi30k',S'en-fr',I150,I2,S'./bin/pre-trained_emb_layer.bin',I00,I00,I01,I00,I0,S'LSTM',Nsb.,, 4.65, 5.2
I01,F1.0,I200,I25,I1111,F1.0,I00,I00,I20,I50,F0.01,F0.8,S'./out/94/bin',F0.3,I100,I00,S'./data/multi30k',S'en-fr',I150,I2,S'./bin/pre-trained_emb_layer.bin',I00,I00,I01,I00,I0,S'LSTM',Nsb.,, 4.7, 5.32
I01,F1.0,I100,I25,I1111,F1.0,I00,I00,I20,I50,F0.01,F0.8,S'./out/82/bin',F0.3,I100,I00,S'./data/multi30k',S'en-fr',I150,I2,S'./bin/pre-trained_emb_layer.bin',I00,I00,I01,I00,I0,S'LSTM',Nsb.,, 4.55, 5.18
I01,F1.0,I100,I25,I1111,F1.0,I00,I00,I20,I50,F0.01,F0.5,S'./out/80/bin',F0.7,I100,I00,S'./data/multi30k',S'en-fr',I150,I2,S'./bin/pre-trained_emb_layer.bin',I00,I00,I01,I00,I0,S'LSTM',Nsb.,, 4.14, 4.72
I01,F1.0,I100,I25,I1111,F1.0,I00,I00,I20,I50,F0.01,F0.5,S'./out/79/bin',F0.7,I100,I00,S'./data/multi30k',S'en-fr',I150,I2,S'./bin/pre-trained_emb_layer.bin',I00,I00,I01,I00,I0,S'GRU',Nsb.,, 4.15, 4.69
I01,F1.0,I100,I25,I1111,F1.0,I00,I00,I20,I50,F0.01,F0.5,S'./out/78/bin',F0.3,I100,I00,S'./data/multi30k',S'en-fr',I150,I2,S'./bin/pre-trained_emb_layer.bin',I00,I00,I01,I00,I0,S'LSTM',Nsb.,, 4.18, 4.78
I01,F1.0,I100,I25,I1111,F1.0,I00,I00,I20,I50,F0.01,F0.5,S'./out/77/bin',F0.3,I100,I00,S'./data/multi30k',S'en-fr',I150,I2,S'./bin/pre-trained_emb_layer.bin',I00,I00,I01,I00,I0,S'GRU',Nsb.,, 4.11, 4.62
I01,F1.0,I100,I25,I1111,F1.0,I00,I00,I20,I50,F0.01,F0.2,S'./out/76/bin',F0.7,I100,I00,S'./data/multi30k',S'en-fr',I150,I2,S'./bin/pre-trained_emb_layer.bin',I00,I00,I01,I00,I0,S'LSTM',Nsb.,, 4.06, 4.72
I01,F1.0,I100,I25,I1111,F1.0,I00,I00,I20,I50,F0.01,F0.2,S'./out/75/bin',F0.7,I100,I00,S'./data/multi30k',S'en-fr',I150,I2,S'./bin/pre-trained_emb_layer.bin',I00,I00,I01,I00,I0,S'GRU',Nsb.,, 4.03, 4.52
I01,F1.0,I100,I25,I1111,F1.0,I00,I00,I20,I50,F0.01,F0.2,S'./out/74/bin',F0.3,I100,I00,S'./data/multi30k',S'en-fr',I150,I2,S'./bin/pre-trained_emb_layer.bin',I00,I00,I01,I00,I0,S'LSTM',Nsb.,, 4.03, 4.66
I01,F1.0,I100,I25,I1111,F1.0,I00,I00,I20,I50,F0.01,F0.2,S'./out/73/bin',F0.3,I100,I00,S'./data/multi30k',S'en-fr',I150,I2,S'./bin/pre-trained_emb_layer.bin',I00,I00,I01,I00,I0,S'GRU',Nsb.,, 3.88, 4.38
I01,F1.0,I300,I25,I1111,F1.0,I00,I00,I20,I50,F0.01,F0.5,S'./out/103/bin',F0.7,I100,I00,S'./data/multi30k',S'en-fr',I150,I2,S'./bin/pre-trained_emb_layer.bin',I00,I00,I01,I00,I0,S'GRU',Nsb.,, 4.53, 5.05
I01,F1.0,I300,I25,I1111,F1.0,I00,I00,I20,I50,F0.01,F0.5,S'./out/68/bin',F0.7,I100,I00,S'./data/multi30k',S'en-fr',I300,I1,S'./bin/pre-trained_emb_layer.bin',I00,I00,I01,I00,I0,S'LSTM',Nsb.,, 4.24, 4.8
I01,F1.0,I300,I25,I1111,F1.0,I00,I00,I20,I50,F0.01,F0.5,S'./out/67/bin',F0.7,I100,I00,S'./data/multi30k',S'en-fr',I300,I1,S'./bin/pre-trained_emb_layer.bin',I00,I00,I01,I00,I0,S'GRU',Nsb.,, 4.34, 4.88
I01,F1.0,I300,I25,I1111,F1.0,I00,I00,I20,I50,F0.01,F0.5,S'./out/66/bin',F0.3,I100,I00,S'./data/multi30k',S'en-fr',I300,I1,S'./bin/pre-trained_emb_layer.bin',I00,I00,I01,I00,I0,S'LSTM',Nsb.,, 4.28, 4.86
I01,F1.0,I300,I25,I1111,F1.0,I00,I00,I20,I50,F0.01,F0.5,S'./out/65/bin',F0.3,I100,I00,S'./data/multi30k',S'en-fr',I300,I1,S'./bin/pre-trained_emb_layer.bin',I00,I00,I01,I00,I0,S'GRU',Nsb.,, 4.38, 4.88
I01,F1.0,I300,I25,I1111,F1.0,I00,I00,I20,I50,F0.01,F0.2,S'./out/64/bin',F0.7,I100,I00,S'./data/multi30k',S'en-fr',I300,I1,S'./bin/pre-trained_emb_layer.bin',I00,I00,I01,I00,I0,S'LSTM',Nsb.,, 4.08, 4.68
I01,F1.0,I300,I25,I1111,F1.0,I00,I00,I20,I50,F0.01,F0.2,S'./out/63/bin',F0.7,I100,I00,S'./data/multi30k',S'en-fr',I300,I1,S'./bin/pre-trained_emb_layer.bin',I00,I00,I01,I00,I0,S'GRU',Nsb.,, 4.06, 4.56
I01,F1.0,I300,I25,I1111,F1.0,I00,I00,I20,I50,F0.01,F0.2,S'./out/62/bin',F0.3,I100,I00,S'./data/multi30k',S'en-fr',I300,I1,S'./bin/pre-trained_emb_layer.bin',I00,I00,I01,I00,I0,S'LSTM',Nsb.,, 3.99, 4.62
I01,F1.0,I300,I25,I1111,F1.0,I00,I00,I20,I50,F0.01,F0.2,S'./out/61/bin',F0.3,I100,I00,S'./data/multi30k',S'en-fr',I300,I1,S'./bin/pre-trained_emb_layer.bin',I00,I00,I01,I00,I0,S'GRU',Nsb.,, 4.07, 4.57
I01,F1.0,I200,I25,I1111,F1.0,I00,I00,I20,I50,F0.01,F0.5,S'./out/54/bin',F0.3,I100,I00,S'./data/multi30k',S'en-fr',I300,I1,S'./bin/pre-trained_emb_layer.bin',I00,I00,I01,I00,I0,S'LSTM',Nsb.,, 4.24, 4.85
I01,F1.0,I200,I25,I1111,F1.0,I00,I00,I20,I50,F0.01,F0.2,S'./out/52/bin',F0.7,I100,I00,S'./data/multi30k',S'en-fr',I300,I1,S'./bin/pre-trained_emb_layer.bin',I00,I00,I01,I00,I0,S'LSTM',Nsb.,, 3.98, 4.56
I01,F1.0,I200,I25,I1111,F1.0,I00,I00,I20,I50,F0.01,F0.2,S'./out/51/bin',F0.7,I100,I00,S'./data/multi30k',S'en-fr',I300,I1,S'./bin/pre-trained_emb_layer.bin',I00,I00,I01,I00,I0,S'GRU',Nsb.,, 4.09, 4.57
I01,F1.0,I200,I25,I1111,F1.0,I00,I00,I20,I50,F0.01,F0.2,S'./out/50/bin',F0.3,I100,I00,S'./data/multi30k',S'en-fr',I300,I1,S'./bin/pre-trained_emb_layer.bin',I00,I00,I01,I00,I0,S'LSTM',Nsb.,, 4.05, 4.59
I01,F1.0,I200,I25,I1111,F1.0,I00,I00,I20,I50,F0.01,F0.2,S'./out/49/bin',F0.3,I100,I00,S'./data/multi30k',S'en-fr',I300,I1,S'./bin/pre-trained_emb_layer.bin',I00,I00,I01,I00,I0,S'GRU',Nsb.,, 4.0, 4.48
I01,F1.0,I100,I25,I1111,F1.0,I00,I00,I20,I50,F0.01,F0.2,S'./out/40/bin',F0.7,I100,I00,S'./data/multi30k',S'en-fr',I300,I1,S'./bin/pre-trained_emb_layer.bin',I00,I00,I01,I00,I0,S'LSTM',Nsb.,, 4.25, 4.78
I01,F1.0,I100,I25,I1111,F1.0,I00,I00,I20,I50,F0.01,F0.2,S'./out/38/bin',F0.3,I100,I00,S'./data/multi30k',S'en-fr',I300,I1,S'./bin/pre-trained_emb_layer.bin',I00,I00,I01,I00,I0,S'LSTM',Nsb.,, 4.17, 4.73
I01,F1.0,I300,I25,I1111,F1.0,I00,I00,I20,I50,F0.01,F0.5,S'./out/32/bin',F0.7,I100,I00,S'./data/multi30k',S'en-fr',I150,I1,S'./bin/pre-trained_emb_layer.bin',I00,I00,I01,I00,I0,S'LSTM',Nsb.,, 4.22, 4.86
I01,F1.0,I300,I25,I1111,F1.0,I00,I00,I20,I50,F0.01,F0.5,S'./out/31/bin',F0.7,I100,I00,S'./data/multi30k',S'en-fr',I150,I1,S'./bin/pre-trained_emb_layer.bin',I00,I00,I01,I00,I0,S'GRU',Nsb.,, 3.95, 4.45
